brandName,categories/2,categories/3,itemId,itemSoldCntShow,itemUrl,location,name,nid,originalPrice,price,priceShow,ratingScore,review,sellerId,sellerName,skuId
No Brand,10002140,10002445,431755763,52 sold,//www.daraz.pk/products/5-650-i431755763.html,Sindh,Samyang Pink Carbonara (Pack of 5) Noodles 650 Gram Instant Noodles (Cheese) Flavour Ramen Imported Noodles Korean Noodles,431755763,3299,2749,"Rs. 2,749",5,4,6.01E+12,MANZOOR QADRI,2058440580
No Brand,10002142,10002450,425800166,179 sold,//www.daraz.pk/products/samyang-buldak-black-pack-of-5-noodles-140gx5700g-instant-noodles-hot-chicken-flavour-ramen-noodles-imported-noodles-korean-noodles-i425800166.html,Punjab,Samyang Buldak Black Pack of 5 Noodles (140gx5=700g) Instant Noodles Hot Chicken Flavour Ramen Noodles Imported Noodles Korean Noodles,425800166,2899,2799,"Rs. 2,799",5,20,6.01E+12,Hadi's Global Mart,2083029887
No Brand,10002140,10002445,433561473,140 sold,//www.daraz.pk/products/samyang-cheese-combo-pinkcreamyyellow-3-different-noodles-pink-carbonara-creamy-carboyellow-cheese-imported-noodles-korean-ramen-i433561473.html,Punjab,"Samyang ""Cheese Combo"" (Pink+Creamy+Yellow) 3 Different Noodles (Pink Carbonara+ Creamy Carbo+Yellow Cheese) Imported Noodles Korean Ramen",433561473,1799,1640,"Rs. 1,640",4.866666667,15,6.01E+12,ImpoSeller,2083177572
No Brand,10002140,10002445,456836428,77 sold,//www.daraz.pk/products/indomie-noodle-instant-noodles-120-grams-pack-of-10-meat-masala-chicken-flavour-i456836428.html,Sindh,Indomie Noodle | Instant Noodles 120 Grams | Pack of 10 | (Meat Masala & Chicken) Flavour,456836428,1199,1099,"Rs. 1,099",4.916666667,12,6.01E+12,S.S.M COLLECTION,2163636378
No Brand,10002140,10002445,538107927,196 sold,//www.daraz.pk/products/70-12-i538107927.html,Khyber Pakhtunkhwa,Fruitien Noodles Hot & Spicy - 70 G (Pack of 6 ) Extra Spicy,538107927,620,460,Rs. 460,4.962962963,27,6.01E+12,AK & Sons Traders,2522201110
No Brand,10002142,10002450,516939060,25 sold,//www.daraz.pk/products/samyang-noodles-700-gram-instant-noodles-hot-chicken-flavour-ramen-noodles-black-pack-of-5-imported-noodles-korean-noodles-i516939060.html,Punjab,Samyang Noodles 700 Gram Instant Noodles Hot Chicken Flavour Ramen Noodles (BLACK Pack of 5) Imported Noodles Korean Noodles,516939060,3000,2599,"Rs. 2,599",5,2,6.01E+12,Earnex,2449570560
No Brand,10002140,10002445,450917141,190 sold,//www.daraz.pk/products/korean-ramen-cheese-noodle-140-gram-korean-imported-ramen-yellow-noodle-stir-fried-instant-noodle-hot-chicken-flavor-ramen-noodle-i450917141.html,Punjab,Cheese Noodle 140 gram | Korean imported Ramen Yellow Noodle | Stir fried instant Noodle | hot Chicken flavor Ramen noodle,450917141,1000,499,Rs. 499,4.842105263,19,6.01E+12,Grocer Store ,2156648574
No Brand,10002140,10002445,218479033,112 sold,//www.daraz.pk/products/nongshim-shin-ramyun-noodles-spicy-120g-i218479033.html,Punjab,NongShim Shin Ramyun Noodles Spicy - 120g,218479033,700,600,Rs. 600,5,7,6.01E+12,Bin Khawar Mart,1429919346
No Brand,10002142,10002450,457829518,122 sold,//www.daraz.pk/products/samyang-noodles-135-grams-instant-noodles-harbanero-lime-ramen-noodles-pack-of-1-imported-noodles-korean-noodles-i457829518.html,Punjab,Samyang Noodles 135 Grams | Instant Noodles | Harbanero Lime Ramen Noodles | Pack of 1) Imported Noodles Korean Noodles,457829518,799,599,Rs. 599,4.625,8,6.01E+12,Sam'sClub,2168526327
No Brand,10002140,10002445,374567387,492 sold,//www.daraz.pk/products/kolson-instant-noodles-fiery-chatpata-4-packs-inside-260g-i374567387.html,Punjab,"Kolson Instant Noodles, Fiery Chatpata, 4 Packs Inside, 260g",374567387,499,475,Rs. 475,4.765625,64,6.01E+12,Digital Commerce,1856857361
No Brand,10002140,10002445,605455099,113 sold,//www.daraz.pk/products/nongshim-shin-ramyun-stir-fry-i605455099.html,Punjab,Nongshim Shin Ramyun Stir Fry-Nongshim Mr Bibim Spicy Chicken Flavor Korean Noodles 148 gm-Nongshim Shin Ramyun Noodle Soup 120g-NONGSHIM MR.BIBIM (STIR-FRIED KIMCHI FLAVOUR) Noodles 148 gm,605455099,800,520,Rs. 520,4.571428571,7,6.01E+12,SMILE-SHoP,2948612536
PHIRSAY,10002142,10002450,338439712,627 sold,//www.daraz.pk/products/indomie-hot-spicy-fried-noodles-pack-of-5-i338439712.html,Sindh,Indomie Hot & Spicy Fried Noodles - Pack Of 5,338439712,,1799,"Rs. 1,799",4.7,50,6.01E+12,PHIRSAY,2283794646
No Brand,10002140,10002445,462253030,14 sold,//www.daraz.pk/products/2-6-i462253030.html,Punjab,Shoop noodles chattpatia 2pack6pcs,462253030,,750,Rs. 750,5,2,6.01E+12, Hasaan Traders,2189667362
No Brand,10002140,10002445,227967008,724 sold,//www.daraz.pk/products/samyang-noodles-cream-carbo-i227967008.html,Sindh,Samyang Noodles Cream Carbo,227967008,,620,Rs. 620,4.10989011,91,11060,Amazing Thai (Karachi),1448469011
No Brand,10002142,10002450,437656923,228 sold,//www.daraz.pk/products/habanero-ramen-spicy-noodles-purple-spicy-noodles-lime-flavor-instant-noodles-korean-imported-noodles-i437656923.html,Punjab,Habanero Ramen Spicy Noodles | purple Spicy Noodles | Lime flavor | Instant Noodles | Korean imported Noodles,437656923,700,499,Rs. 499,4.75,28,6.01E+12,Grocer Store ,2110237220
No Brand,10002142,10002450,457455234,236 sold,//www.daraz.pk/products/samyang-5-different-korean-ramen-noodles-blackpinkyellowgreencreamy-carbo-5-flavours-korean-noodles-imported-noodles-i457455234.html,Punjab,Samyang 5 Different Korean Ramen Noodles (Black+Pink+Yellow+Green+Creamy Carbo) (5 Flavours)  Korean Noodles Imported Noodles,457455234,2999,2625,"Rs. 2,625",4.696969697,33,6.01E+12,ImpoSeller,2165594634
No Brand,10002140,10002445,377447000,157 sold,//www.daraz.pk/products/suree-rice-vermicelli-noodles-gluten-free-400-gm-i377447000.html,Punjab,"Suree Rice Vermicelli Noodles Gluten Free, 400 gm",377447000,925,899,Rs. 899,5,14,6.01E+12,Word of Taste,1863680210
No Brand,10002140,10002445,495158521,28 sold,//www.daraz.pk/products/244-i495158521.html,Sindh,Noodles chat patta 244G,495158521,,350,Rs. 350,5,4,6.01E+12,Best Market Store,2373621839
No Brand,10002142,10002450,516778952,,//www.daraz.pk/products/samyang-noodles-pack-of-4-different-variant-combo-1-pink-1-red-1-black-1-orange-instant-noodles-i516778952.html,Punjab,"Samyang Noodles Pack Of 4 Different Variant Combo ( 1 PINK , 1 RED , 1 BLACK , 1 ORANGE ) Instant Noodles",516778952,2999,2199,"Rs. 2,199",,,6.01E+12,Earnex,2449254492
No Brand,10002140,10002445,449637400,94 sold,//www.daraz.pk/products/samyang-korean-imporeted-noodles-redblackpinkgreenyellow-5-different-flavours-i449637400.html,Punjab,Samyang Korean Imporeted Noodles (Red+Black+Pink+Green+Yellow) 5 Different Flavours,449637400,3000,2639,"Rs. 2,639",4.466666667,15,6.01E+12,H&H Grocers,2141675892
No Brand,10002142,10002450,275321373,148 sold,//www.daraz.pk/products/indomie-chicken-chatkhara-flavor-instant-noodles-120g-pack-of-40-noodles-i275321373.html,Sindh,"Indomie Chicken Chatkhara Flavor Instant Noodles, 120g, Pack of 40 Noodles",275321373,4000,3495,"Rs. 3,495",4.451612903,31,6.01E+12,Blessings Store,2262026849
No Brand,10002140,10002445,334334829,195 sold,//www.daraz.pk/products/suree-rice-sticks-noodles-3mm-gluten-free-400gm-i334334829.html,Punjab,"Suree Rice Sticks Noodles 3mm, Gluten Free, 400gm",334334829,935,899,Rs. 899,4.9,30,6.01E+12,Word of Taste,1731328865
No Brand,10002142,10002450,413505763,66 sold,//www.daraz.pk/products/10-40-i413505763.html,Punjab,indomie noodles  chicken falvour 120 gm pack of 40 Noodles,413505763,4300,3990,"Rs. 3,990",4.75,16,6.01E+12, EDar Traders ,2343244893
No Brand,10002140,10002445,432450357,107 sold,//www.daraz.pk/products/130-i432450357.html,Sindh,Samyang Noodles 130 grams pink,432450357,,569,Rs. 569,4.666666667,6,6.01E+12,MANZOOR QADRI,2064616264
No Brand,10002140,10002445,3534501,70 sold,//www.daraz.pk/products/chinese-227g-i3534501.html,Punjab,Egg Noodles Chinese-227g,3534501,,340,Rs. 340,4.333333333,12,7073,Ameer Alam (Lahore),13056433
MIABC,10002142,10002450,299880567,967 sold,//www.daraz.pk/products/pack-of-2-indonesian-hot-and-spicy-noodles-i299880567.html,Sindh,Pack of 2 Indonesian Noodles - Instant Noodles - Hot And Spicy Noodles - Instant Fried Noodles - Flavour Noodles - Fiery Noodles - Abc Noodles 1 Selera Pedas 1 Mi instant Goreng Noodles - Flavour Noodles In One Pack - Instant Spicy Noodles (Pack of 2),299880567,600,310,Rs. 310,4.296482412,199,6.01E+12,ABC Noodles,2027369642
No Brand,10002140,10002445,257497120,710 sold,//www.daraz.pk/products/indomie-special-chicken-instant-noodles-75g-x-pack-of-5-ksa-imported-i257497120.html,Punjab,Indomie Special Chicken Instant Noodles 75g x Pack of 5 ( KSA IMPORTED ),257497120,1799,1499,"Rs. 1,499",4.8875,80,6.01E+12,Indomie Noodles Saudi Arabia,2093968787
No Brand,10002140,10002445,424271505,178 sold,//www.daraz.pk/products/indomie-noodle-instant-noodles-120-grams-pack-of-5-meat-flavour-i424271505.html,Sindh,Indomie Noodle | Instant Noodles 120 Grams | Pack of 5 | (MEAT)  Flavour,424271505,699,599,Rs. 599,4.6,30,6.01E+12,S.S.M COLLECTION,2010260542
No Brand,10002140,10002445,535224349,16 sold,//www.daraz.pk/products/70-i535224349.html,Sindh,SAMYANG RAMEN NOODLES CARBONARA CUP 70G,535224349,,899,Rs. 899,,,6.01E+12,SUB KUCH MIL JAE GA,2512897159
No Brand,10002140,10002445,538174014,15 sold,//www.daraz.pk/products/8-50-i538174014.html,Khyber Pakhtunkhwa,Pack of 8 Knor Noodles Chatpata - 50g,538174014,,550,Rs. 550,,,6.01E+12,Super General Store (KPK),2522039839
No Brand,10002142,10002450,535574542,,//www.daraz.pk/products/samyang-kimchi-ramen-pack-of-5-600-grams-korean-imported-ramen-instant-noodles-soupy-noodles-i535574542.html,Punjab,Samyang Kimchi Ramen (Pack of 5) 600 Grams Korean Imported Ramen Instant Noodles Soupy Noodles,535574542,2999,2799,"Rs. 2,799",,,6.01E+12,Thebab,2514067493
No Brand,10002140,10002445,431000757,14 sold,//www.daraz.pk/products/60-i431000757.html,Sindh,"Instant Noodle Chicken Flavour, Cup 60g IMPORTED",431000757,1199,549,Rs. 549,,0,6.01E+12,SUB KUCH MIL JAE GA,2055793461
No Brand,10002140,10002445,396293302,429 sold,//www.daraz.pk/products/samayang-jjajang-flavor-hot-chicken-ramen-noodles-korean-noodles-spicy-noodles-imported-noodles-140-grams-noodles-i396293302.html,Punjab,Samayang Jjajang Flavor Ramen| korean Noodles| Spicy Noodles|Imported noodles| 140 grams |Ramen Noodles,396293302,,489,Rs. 489,4.644444444,45,6.01E+12,Grocer Store ,1921519469
No Brand,10002142,10002450,511653219,15 sold,//www.daraz.pk/products/korean-noodles-pack-of-4-different-variant-combo-1pink-1-red-1-green-1-yellow-instant-noodles-imported-noodles-korean-noodles-i511653219.html,Punjab,"Korean Noodles Pack Of 4 Different Variant Combo (1PINK, 1 RED , 1 GREEN, 1 YELLOW) Instant Noodles Imported Noodles Korean Noodles",511653219,2399,2199,"Rs. 2,199",,,6.01E+12,Earnex,2436363456
No Brand,10002142,10002450,425701744,70 sold,//www.daraz.pk/products/samyang-buldak-pink-carbo-noodles-ramen-5-pack-130gx5650g-cheese-flavor-instant-noodles-imported-noodles-korean-noodles-i425701744.html,Punjab,Samyang Buldak Pink Carbo Noodles Ramen 5 Pack (130gx5=650g) Cheese Flavor Instant Noodles Imported Noodles Korean Noodles,425701744,3999,2999,"Rs. 2,999",5,5,6.01E+12,Hadi's Global Mart,2160357791
No Brand,10002142,10002450,517646103,575 sold,//www.daraz.pk/products/samyang-korean-ramen-choose-noodles-flavours-of-your-choice-by-your-own-red-3x-spicy-red-2x-spicy-black-hot-chickenquattro-cheese-pink-carbonara-green-jjajang-yellow-cheese-original-spicy-extra-spicy-kimchi-soupy-vegetasty-soupy-korean-imported-i517646103.html,Punjab,"Samyang Korean Ramen Choose Noodles Flavours of Your Choice by Your Own (Red 3X Spicy, Red 2X Spicy, Black Hot Chicken,Quattro Cheese, Pink Carbonara, Green Jjajang, Yellow Cheese, Original Spicy, Extra Spicy, Kimchi Soupy, Vegetasty Soupy Korean Imported",517646103,599,499,Rs. 499,4.789473684,38,6.01E+12,Hadi's Global Mart,2451606951
No Brand,10002140,10002445,410794522,79 sold,//www.daraz.pk/products/120-40-i410794522.html,Punjab,"Indomie Chicken  Flavor Instant Noodles, 120g, Pack of 40 Noodles",410794522,,3990,"Rs. 3,990",4.692307692,13,6.01E+12, EDar Traders ,2354874217
No Brand,10002140,10002445,269139982,325 sold,//www.daraz.pk/products/samyang-redblackpink-3-different-flavours-noodles-black-hot-chicken-spicy-red-2x-spicy-pink-carbonara-cheesy-flavours-korean-noodles-imported-noodles-i269139982.html,Punjab,"Samyang (Red+Black+Pink) 3 Different Flavours (Noodles) Black Hot Chicken Spicy + Red 2x Spicy + Pink Carbonara Cheesy Flavours, Korean Noodles Imported Noodles",269139982,1999,1670,"Rs. 1,670",4.351851852,54,6.01E+12,Quik Shop,1917292069
MIABC,10002142,10002450,299492909,758 sold,//www.daraz.pk/products/single-pack-indonesian-noodles-instant-i299492909.html,Sindh,Single Pack Indonesian Noodles - Instant,299492909,300,159,Rs. 159,4.398148148,108,6.01E+12,ABC Noodles,1619889978
No Brand,10002142,10002450,479954133,15 sold,//www.daraz.pk/products/indomie-cup-noodles-vegetable-flavor-60g-free-fork-inside-i479954133.html,Sindh,Indomie Cup Noodles | Vegetable Flavor | 60g | FREE Fork Inside,479954133,,499,Rs. 499,,0,6.01E+12,QA Traderss,2252541777
No Brand,10002142,10002450,357949448,18 sold,//www.daraz.pk/products/samayang-cup-2x-noodle-105-grams-chicken-cheese-flavor-ramen-cup-noodles-korean-noodles-i357949448.html,Sindh,Samayang Cup 2x Noodle 105 grams |   Chicken Cheese Flavor Ramen | Cup Noodles | Korean Noodles,357949448,,700,Rs. 700,4.5,2,6.01E+12,AAR-STORE,2283298706
No Brand,10002142,10002450,430639005,197 sold,//www.daraz.pk/products/samyang-kimchi-120-gram-ramen-noodles-imported-noodles-korean-noodles-i430639005.html,Punjab,Samyang kimchi 120 gram Ramen noodles | imported noodles | korean noodles,430639005,599,539,Rs. 539,4.846153846,26,6.01E+12,Sam'sClub,2053834121
No Brand,10002142,10002450,429223843,105 sold,//www.daraz.pk/products/140-i429223843.html,Sindh,"Young Poong Yopokki Spicy Topokki Rice Cake, Halal, Tteok-Bokki , Korean Noodle 140g",429223843,1099,699,Rs. 699,5,6,6.01E+12,SUB KUCH MIL JAE GA,2041427047
No Brand,10002140,10002445,432441812,191 sold,//www.daraz.pk/products/140-i432441812.html,Sindh,Samyang Cheese Flavour Ramen (YELLOW) 140 Gram Instant Noodles Korean Imported,432441812,,569,Rs. 569,4.8,14,6.01E+12,MANZOOR QADRI,2064610615
No Brand,10002142,10002450,452874750,459 sold,//www.daraz.pk/products/samyang-korean-ramen-choose-noodles-flavours-of-your-choice-by-your-own-red-3x-spicy-red-2x-spicy-black-hot-chickenquattro-cheese-pink-carbonara-green-jjajang-yellow-cheese-original-spicy-extra-spicy-kimchi-soupy-vegetasty-soupy-korean-imported-i452874750.html,Punjab,"Samyang Korean Ramen Choose Noodles Flavours of Your Choice by Your Own (Red 3X Spicy, Red 2X Spicy, Black Hot Chicken,Quattro Cheese, Pink Carbonara, Green Jjajang, Yellow Cheese, Original Spicy, Extra Spicy, Kimchi Soupy, Vegetasty Soupy Korean Imported",452874750,599,499,Rs. 499,4.975609756,41,6.01E+12,ImpoSeller,2446345674
No Brand,10002142,10002450,500677740,48 sold,//www.daraz.pk/products/130-i500677740.html,Punjab,Samyang Buldak Carbonara Hot Chicken Ramen Noodles 130g Halal - Spicy & Creamy (Imported),500677740,,899,Rs. 899,4.333333333,3,6.01E+12,AreebAreel Mart,2393788770
No Brand,10002142,10002450,559507267,19 sold,//www.daraz.pk/products/120-i559507267.html,Punjab,Indomie Chicken chatgra  Flavour 120gram instant noodles,559507267,,134,Rs. 134,5,3,6.01E+12,DAAr  marketplace ,2590433659
Yes Chef,10002142,10002450,451937807,40 sold,//www.daraz.pk/products/yes-chef-spicy-chili-noodles-egg-noodles-included-i451937807.html,Sindh,Yes Chef -  Spicy Chili Noodles (Egg Noodles included),451937807,,498,Rs. 498,,,6.01E+12,Yes Chef,2148221951
No Brand,10002142,10002450,465526118,101 sold,//www.daraz.pk/products/140-i465526118.html,Sindh,Samyang Ramen Hot Chicken Flavor Noodles 140g,465526118,,543,Rs. 543,4.875,8,6.01E+12,MANZOOR QADRI,2199407061
No Brand,10002140,10002445,466028775,8 sold,//www.daraz.pk/products/120-i466028775.html,Sindh,Samyang Kimchi Ramen Noodle Soup 120g,466028775,750,579,Rs. 579,,,6.01E+12,AAR-STORE,2240219680
PHIRSAY,10002142,10002450,437435545,39 sold,//www.daraz.pk/products/indomie-curry-cup-noodles-60g-free-fork-inside-i437435545.html,Sindh,"Indomie Curry Cup Noodles, 60g , FREE Fork Inside",437435545,,549,Rs. 549,,0,6.01E+12,PHIRSAY,2281824573
No Brand,10002142,10002450,452195960,102 sold,//www.daraz.pk/products/samyang-korean-pink-carbonara-cheesy-flavor-ramen-noodles-130-gram-one-pack-instant-noodles-imported-noodles-korean-noodles-i452195960.html,Punjab,Samyang Korean Pink Carbonara (Cheesy) Flavor Ramen Noodles 130 Gram One Pack Instant Noodles Imported Noodles Korean Noodles,452195960,699,560,Rs. 560,4.769230769,13,6.01E+12,ImpoSeller,2148713387
No Brand,10002142,10002450,535528482,14 sold,//www.daraz.pk/products/noodles-nong-shim-shin-ramyun-noodle-soup-160g-hot-and-spicy-in-best-quality-original-imported-i535528482.html,Islamabad,Noodles | Nong Shim Shin Ramyun Noodle Soup  | 160g  (Hot And Spicy) | In best quality | Original & Imported,535528482,2999,620,Rs. 620,,,6.01E+12,forrenshop2,2513818302
No Brand,10002140,10002445,433150581,66 sold,//www.daraz.pk/products/mi-i433150581.html,Sindh,"Indomie Mi Goreng Instant Stir Fry Noodles, Halal Certified",433150581,,500,Rs. 500,3,5,6.01E+12,MANZOOR QADRI,2075022797
No Brand,10002142,10002450,537076328,40 sold,//www.daraz.pk/products/1-135-67-i537076328.html,Punjab,Samyang Noodles 135 Grams | Instant Noodles | Harbanero Lime Ramen Noodles | Pack of 1) Imported Noodles Korean Noodles,537076328,800,550,Rs. 550,,,6.01E+12,Anaan Traders,2519633837
No Brand,10002140,10002445,453807415,272 sold,//www.daraz.pk/products/-i453807415.html,Sindh,SAMYANG RAMEN NOODLES KOREAN GREEN ( IMPORTED),453807415,799,579,Rs. 579,4.636363636,33,6.01E+12,SUB KUCH MIL JAE GA,2152139923
Shoop,10002142,10002450,449614305,2.8K sold,//www.daraz.pk/products/shoop-korean-carbonara-140g-i449614305.html,Punjab,Shoop Korean Carbonara 140g,449614305,300,271,Rs. 271,3.947852761,326,1000000,Daraz Retail Seller,2141598583
No Brand,10002142,10002450,291366753,161 sold,//www.daraz.pk/products/noodi-chicken-curry-flavor-instant-noodles-70g-pack-of-5-noodles-available-in-10-exciting-flavors-i291366753.html,Sindh,"Noodi Chicken Curry Flavor Instant Noodles, 70g, Pack of 5 Noodles (Available in 10 Exciting Flavors)",291366753,999,699,Rs. 699,4.914285714,35,6.01E+12,Sinan Enterprise,1565890066
Al fatah,10002140,10002445,469958103,77 sold,//www.daraz.pk/products/72gm-afp-000436550-i469958103.html,Punjab,Alfatah Mall - KAI CUP NOODLE KIMCHI 72GM-AFP-000436550,469958103,275,240,Rs. 240,4,4,6.01E+12,Al-Fatah Mall,2217394787
No Brand,10002142,10002450,425425498,239 sold,//www.daraz.pk/products/indomie-hot-spicy-fried-noodles-pack-of-5-i425425498.html,Sindh,Indomie Hot & Spicy Fried Noodles | Pack of 5,425425498,,1699,"Rs. 1,699",4.952380952,21,6.01E+12,QA Traderss,2014857450
No Brand,10002140,10002445,450913832,160 sold,//www.daraz.pk/products/korean-ramen-black-noodles-hot-chicken-ramen-140g-korean-noodles-spicy-noodles-ramen-noodlesimported-noodlesoriginal-noodle-i450913832.html,Punjab,Korean ramen Black Noodles |Hot Chicken Ramen140g |Korean noodles | spicy noodles| stir fried korean ramen noodle,450913832,1000,489,Rs. 489,4.545454545,22,6.01E+12,Grocer Store ,2265891421
No Brand,10002142,10002450,422107740,114 sold,//www.daraz.pk/products/samyang-cream-carbonara-ramen-family-pack-pack-of-5-korean-imported-noodles-i422107740.html,Punjab,Samyang Cream Carbonara Ramen Family Pack (Pack of 5) Korean Imported Noodles,422107740,3000,2949,"Rs. 2,949",4.954545455,22,6.01E+12,Thebab,1997136045
No Brand,10002140,10002445,433844062,171 sold,//www.daraz.pk/products/-i433844062.html,Sindh,Samyang Cream Carbo Bulldark Spicy Chicken Roasted Noodle,433844062,999,579,Rs. 579,4.608695652,23,6.01E+12,SUB KUCH MIL JAE GA,2081613727
Masalaywala (Pvt.) Ltd,10002140,10002445,603970778,203 sold,//www.daraz.pk/products/french-fries-masala-pizza-fries-pasta-macroni-noodles-sweet-cornseasoning50gm-i603970778.html,Sindh,French Fries Masala PIZZA (Fries / Pasta/ Macroni/ Noodles /Sweet Corn Seasoning) 50gm,603970778,149,79,Rs. 79,4.75,20,6.01E+12,Masalaywala,2791320497
No Brand,10002142,10002450,436852670,48 sold,//www.daraz.pk/products/indomie-noodle-instant-noodles-70-grams-chicken-chatkhara-chicken-flavour-pack-of-10-i436852670.html,Sindh,Indomie noodle | Instant Noodles 70 Grams (Chicken Chatkhara) Chicken Flavour (Pack of 10),436852670,999,899,Rs. 899,3.714285714,7,6.01E+12,OKHAI MART,2101470100
No Brand,10002140,10002445,387949684,931 sold,//www.daraz.pk/products/indomie-chicken-flavour-noodles-70gm-pack-of-5-i387949684.html,Sindh,Indomie Chicken Flavour Noodles 70gm - Pack of 5,387949684,499,449,Rs. 449,4.461538462,169,6.01E+12,S.S.M COLLECTION,1911112411
No Brand,10002142,10002450,427046429,56 sold,//www.daraz.pk/products/-i427046429.html,Sindh,SUPER SPICY NOODLE,427046429,,620,Rs. 620,4.625,8,11060,Amazing Thai (Karachi),2026981861
No Brand,10002140,10002445,434664866,32 sold,//www.daraz.pk/products/315-i434664866.html,Khyber Pakhtunkhwa,Fruitien Noodles Hot & Spicy - 35 G (Pack of 12),434664866,,490,Rs. 490,3,2,6.01E+12,AK & Sons Traders,2085736277
No Brand,10002142,10002450,520974775,12 sold,//www.daraz.pk/products/samyang-hot-chicken-cup-noodles-70-gram-instant-noodles-black-imported-noodles-korean-noodles-ramen-noodles-i520974775.html,Punjab,Samyang Hot chicken Cup Noodles 70 gram | Instant Noodles | (Black) Imported Noodles | Korean Noodles | ramen noodles,520974775,799,599,Rs. 599,,,6.01E+12,Sam'sClub,2462232213
No Brand,10002140,10002445,371530470,398 sold,//www.daraz.pk/products/70-5-i371530470.html,Sindh,INDOMIE INSTANT NOODLES VEGETABLE FLAVOUR 70GM(PACK OF 5),371530470,499,449,Rs. 449,4.148648649,74,6.01E+12,S.S.M COLLECTION,1838646685
No Brand,10002142,10002450,220831233,44 sold,//www.daraz.pk/products/-i220831233.html,Sindh,RICHEESE RAMEN KEJU PEDAS NOODLES,220831233,,300,Rs. 300,4.545454545,11,11060,Amazing Thai (Karachi),1434769664
No Brand,10002140,10002445,477849587,159 sold,//www.daraz.pk/products/samyang-hot-chicken-flavour-ramen-noodles-i477849587.html,Sindh,Habanero Lime Ramen Samyang Noodles Korean Noodles. 2 PACKETS OF 135GM,477849587,,950,Rs. 950,4.375,16,6.01E+12,The Max Mart,2241258271
No Brand,10002140,10002445,218465876,62 sold,//www.daraz.pk/products/nongshim-shin-ramyun-noodles-spicy-family-pack-i218465876.html,Punjab,NongShim Shin Ramyun Noodles Spicy Family Pack,218465876,3500,2950,"Rs. 2,950",5,3,6.01E+12,Bin Khawar Mart,1429910754
No Brand,10002142,10002450,432044213,8 sold,//www.daraz.pk/products/-i432044213.html,Sindh,Imported Hot and sour sweet potato Instant Noodles,432044213,,699,Rs. 699,,0,6.01E+12,Jerry International Pvt ,2061665167
No Brand,10002142,10002450,495551077,8 sold,//www.daraz.pk/products/indomie-special-chicken-flavor-noodles-pack-of-5-i495551077.html,Sindh,"Indomie Special Chicken Flavor Noodles, Pack of 5",495551077,,1649,"Rs. 1,649",,,6.01E+12,Shaffaf Products,2369560533
No Brand,10002142,10002450,354931725,952 sold,//www.daraz.pk/products/samyang-carbonara-ramen-130g-pink-korean-i354931725.html,Punjab,Samyang Carbonara Ramen 130g (PINK) Korean,354931725,698,599,Rs. 599,4.45,80,6.01E+12,Sam'sClub,1788716822
No Brand,10002142,10002450,484446939,39 sold,//www.daraz.pk/products/-i484446939.html,Punjab,blazin noodles jalapeno flavored instant noodles,484446939,,245,Rs. 245,4.333333333,3,6.01E+12,Raees Super Store,2276276691
No Brand,10002142,10002450,426700864,431 sold,//www.daraz.pk/products/samyang-ramen-spicy-soupy-noodles-i426700864.html,Sindh,Samyang Ramen Spicy (Soupy) Noodles,426700864,,399,Rs. 399,4.636363636,44,6.01E+12,The Max Mart,2025522175
No Brand,10002142,10002450,486262175,50 sold,//www.daraz.pk/products/-i486262175.html,Sindh,Samyang Ramen Noodles Creamyy Carbonara,486262175,749,569,Rs. 569,5,4,6.01E+12,MANZOOR QADRI,2283374077
No Brand,10002142,10002450,450918001,27 sold,//www.daraz.pk/products/korean-ramen-spicy-soupy-noodles-orange-soupy-noodles-instant-noodleskorean-imported-noodles-i450918001.html,Punjab,Korean Ramen Spicy Soupy Noodles | Orange Soupy Noodles | Instant Noodles|Korean imported  Noodles,450918001,1000,479,Rs. 479,4.5,2,6.01E+12,Grocer Store ,2144222779
No Brand,10002140,10002445,457895678,28 sold,//www.daraz.pk/products/6-i457895678.html,Sindh,Pack Of 6 Chatpata Noodles Family Pack,457895678,,2050,"Rs. 2,050",5,1,6.01E+12,Shopping With Discount,2168871315
No Brand,10002142,10002450,434346010,112 sold,//www.daraz.pk/products/indomie-noodle-instant-noodles-120-grams-chicken-chatkhara-chicken-flavour-pack-of-10-i434346010.html,Sindh,Indomie noodle | Instant Noodles 120 Grams (Chicken Chatkhara) Chicken Flavour (Pack of 10),434346010,1199,1099,"Rs. 1,099",4.928571429,14,6.01E+12,OKHAI MART,2082967411
No Brand,10002142,10002450,604132244,20 sold,//www.daraz.pk/products/nongshim-shin-ramyun-korean-style-spicy-noodle-soup-instant-noodles-noodles-pack-of-5-120g-5-imported-noodles-spicy-tasty-noodles-in-best-original-quality-i604132244.html,Islamabad,Nongshim Shin Ramyun Korean Style Spicy Noodle Soup Instant Noodles| Noodles | Pack of 5| 120g *5 | Imported noodles| Spicy tasty noodles | In best & original quality,604132244,4999,2950,"Rs. 2,950",5,4,6.01E+12,forrenshop2,2792081346
No Brand,10002142,10002450,456213321,38 sold,//www.daraz.pk/products/indomie-noodle-instant-noodles-70-grams-pack-of-10-lemon-tarka-chicken-vegetable-flavour-i456213321.html,Punjab,Indomie Noodle | Instant Noodles 70 Grams | Pack of 10 | (Lemon Tarka & Chicken) Vegetable Flavour,456213321,1099,899,Rs. 899,4.333333333,6,6.01E+12,Home Seller Gujrat,2161351291
